Labels,Title,State,Date,URL,Author
enhancement,Inventory Manager reimplementation,closed,2016-10-05,https://github.com/openbmc/openbmc/issues/633,bradbishop
enhancement,Mapper interface enhancements,open,2016-10-05,https://github.com/openbmc/openbmc/issues/632,bradbishop
,Pull witherspoon mrw xml into openbmc build process,open,2016-10-04,https://github.com/openbmc/openbmc/issues/631,geissonator
,Incorporate I2C devices into MRW and get in device tree or udev,closed,2016-10-04,https://github.com/openbmc/openbmc/issues/630,geissonator
,Integrate new generated device tree files into kernel,open,2016-10-04,https://github.com/openbmc/openbmc/issues/629,geissonator
,Pin mux settings put in MRW and incorporated into device tree,open,2016-10-04,https://github.com/openbmc/openbmc/issues/628,geissonator
,[skeleton/openbmc-v1.0-stable] Fail sync MAC from io_board fru if using random MAC address by default,closed,2016-10-04,https://github.com/openbmc/openbmc/issues/627,williamspatrick
,"[ Barreleye VERSION=""v1.99.0-146"" ] Host unrecoverable error BC20090F",closed,2016-10-04,https://github.com/openbmc/openbmc/issues/626,gkeishin
,Test P9 OCC data against OpenBMC OCC driver,open,2016-10-03,https://github.com/openbmc/openbmc/issues/625,geissonator
,Get P8 OCC driver up-streamable and refactored for P9,open,2016-10-03,https://github.com/openbmc/openbmc/issues/624,geissonator
,Unsupported Ubuntu-16.04 and No recipe available for python-gevent_%.bbappend,open,2016-10-03,https://github.com/openbmc/openbmc/issues/623,hamzy
,"Set the mac address, if the requested value had the locally admin mask",closed,2016-10-03,https://github.com/openbmc/openbmc/issues/622,ratagupt
enhancement,Propose an inventory design for OpenBMC,closed,2016-10-03,https://github.com/openbmc/openbmc/issues/621,bradbishop
,Update hardcoded parameters of IPMI Get Chassis Capabilities command when they are ready,open,2016-10-03,https://github.com/openbmc/openbmc/issues/620,williamli80
bug,"[Barreleye VERSION=""v1.99.0-145"" ] Missing pam_systemd.so file",closed,2016-10-03,https://github.com/openbmc/openbmc/issues/619,gkeishin
Epic,Sprint 16.10.01 - Actual,closed,2016-09-30,https://github.com/openbmc/openbmc/issues/618,williamspatrick
Epic,Sprint 16.10.01 - Committed,closed,2016-09-30,https://github.com/openbmc/openbmc/issues/617,williamspatrick
,"[ Barreleye VERSION=""v1.99.0-145"" ] Phosphor Setting Service Main pid is Zero ",closed,2016-09-30,https://github.com/openbmc/openbmc/issues/616,gkeishin
,"[Palmetto VERSION_ID=""v1.99.0-144-g78d9255-dirty"" ] UserAdd REST API giving DBusException: org.freedesktop.DBus.Error.NoReply error",closed,2016-09-30,https://github.com/openbmc/openbmc/issues/615,rahulmah
,skeleton does not build against the sdk,open,2016-09-29,https://github.com/openbmc/openbmc/issues/614,geissonator
bug,kernel panics with v1.0.5 on single server,open,2016-09-29,https://github.com/openbmc/openbmc/issues/613,KennethWilke
prio_high,"[Barreleye VERSION=""v1.99.0-161 ] REST POST request on BMC failed with SSLEOFError",open,2016-09-29,https://github.com/openbmc/openbmc/issues/612,gkeishin
,"[Palmetto VERSION_ID=""v1.99.0-131-ga81f31c-dirty"" ] Systemevent url does not exist in Palmetto.",open,2016-09-29,https://github.com/openbmc/openbmc/issues/611,rahulmah
duplicate,"[Barreleye VERSION=""v1.99.0-143"" ] Boots to BMC_READY state taking longer time",closed,2016-09-29,https://github.com/openbmc/openbmc/issues/610,gkeishin
,settings_manager.py failing repeatedly on barreleye with latest master (ace81b5),closed,2016-09-29,https://github.com/openbmc/openbmc/issues/609,geissonator
bug,journal filled with hwmon warnings,closed,2016-09-29,https://github.com/openbmc/openbmc/issues/608,shenki
,/org/openbmc/enumerate,closed,2016-09-28,https://github.com/openbmc/openbmc/issues/607,hamzy
,master (bda20f3) not booting on palmetto,closed,2016-09-28,https://github.com/openbmc/openbmc/issues/606,geissonator
,how to flash Tyan Palmetto server running AMI bmc with Openbmc? ,closed,2016-09-28,https://github.com/openbmc/openbmc/issues/605,kachini
bug,"[Palmetto VERSION_ID=""v1.99.0-131-ga81f31c-dirty"" ] Presence detect for main planar and memory buffer fails",closed,2016-09-28,https://github.com/openbmc/openbmc/issues/604,rahulmah
,"[Barreleye VERSION_ID=""v1.99.0-131-ga81f31c-dirty""] BMC did not reset when HOST OS is hung after performing checkstop sensor operation on HOST OS",open,2016-09-28,https://github.com/openbmc/openbmc/issues/603,sivassrr
observation,"[Barreleye VERSION_ID=""v1.99.0-131-ga81f31c-dirty""] Unknown Gard records on OS are created repeatedly even after clearing gards and boot to OS",closed,2016-09-28,https://github.com/openbmc/openbmc/issues/602,sivassrr
,Withersoon and ast2500evb failing to build,closed,2016-09-28,https://github.com/openbmc/openbmc/issues/601,shenki
,journal flooded with cannot read attributes in2_input,closed,2016-09-23,https://github.com/openbmc/openbmc/issues/600,geissonator
,"[Palmetto VERSION_ID=""v1.99.0-123-gfc7788a-dirty"" ] Internal Server Error for GET operation on cpu inventory url",closed,2016-09-23,https://github.com/openbmc/openbmc/issues/599,rahulmah
,[master] Palmetto: Fans not powered when host is booted,open,2016-09-22,https://github.com/openbmc/openbmc/issues/598,amboar
,"Create location to store ""misc"" VPD data.",open,2016-09-22,https://github.com/openbmc/openbmc/issues/597,williamspatrick
,Create location to store available / installed host firmware images.,open,2016-09-22,https://github.com/openbmc/openbmc/issues/596,williamspatrick
,ast2500.conf still references sample.inc,closed,2016-09-22,https://github.com/openbmc/openbmc/issues/595,jaghu
bug,"[Palmetto VERSION_ID=""v1.99.0-114-ged52dc1-dirty ]Failed to fetch BIOS version info on palmetto through REST API",closed,2016-09-21,https://github.com/openbmc/openbmc/issues/594,SrideviRamesh
,[Barreleye] REST service keeps as BUSY,open,2016-09-21,https://github.com/openbmc/openbmc/issues/593,johnhcwang
,Control GPIOs before advancing state,open,2016-09-20,https://github.com/openbmc/openbmc/issues/592,mdmillerii
,Firestone and Garrison fail to build with master,closed,2016-09-20,https://github.com/openbmc/openbmc/issues/591,geissonator
,[master] Power button LED remains off at all times,open,2016-09-20,https://github.com/openbmc/openbmc/issues/590,madscientist159
,Differences between facebook/openbmc and openbmc/openbmc,open,2016-09-20,https://github.com/openbmc/openbmc/issues/589,ruchi393
,openbmc password reset on barreleye,closed,2016-09-20,https://github.com/openbmc/openbmc/issues/588,kachini
duplicate,Build Error while userland do_patch,closed,2016-09-19,https://github.com/openbmc/openbmc/issues/587,Arjun-Padmanabhan
prio_medium,Eliminate startup_hacks in skeleton.,closed,2016-09-17,https://github.com/openbmc/openbmc/issues/586,williamspatrick
,obmc-console-ssh.socket restart policy incorrect?,open,2016-09-17,https://github.com/openbmc/openbmc/issues/585,williamspatrick
,qemux86-64: Both getty and obmc-console try to claim ttyS0,closed,2016-09-16,https://github.com/openbmc/openbmc/issues/584,williamspatrick
,phosphor-gevent.service fills journal with SSL messages.,closed,2016-09-16,https://github.com/openbmc/openbmc/issues/583,williamspatrick
,"[Barreleye VERSION_ID=v1.99.0-85-g0d2bd6a-dirty]  Service restarted when the Policy is set as ""no""",closed,2016-09-16,https://github.com/openbmc/openbmc/issues/582,gkeishin
bug,[Barreleye/Palmetto]  Phosphor useradd buggy,closed,2016-09-16,https://github.com/openbmc/openbmc/issues/581,gkeishin
bug,"[Palmetto VERSION_ID=""v1.99.0-85-g0d2bd6a-dirty""] System inventory is missing from latest build on palmetto",closed,2016-09-16,https://github.com/openbmc/openbmc/issues/580,rahulmah
,Strap register needs to change for PNOR SPI FLASH controller,open,2016-09-16,https://github.com/openbmc/openbmc/issues/579,shenki
,[master] Firestone uses random MAC address for BMC Ethernet,open,2016-09-15,https://github.com/openbmc/openbmc/issues/578,madscientist159
,"Issues when running ""runqemu qemuarm""",open,2016-09-14,https://github.com/openbmc/openbmc/issues/577,ruchi393
,No getty with openbmc master on Firestone,open,2016-09-14,https://github.com/openbmc/openbmc/issues/576,shenki
,Bump kernel to enable new GPIOs,open,2016-09-14,https://github.com/openbmc/openbmc/issues/575,shenki
,HostServices should be implemented as a standalone daemon,open,2016-09-14,https://github.com/openbmc/openbmc/issues/574,bradbishop
,unresolved code review comments,closed,2016-09-13,https://github.com/openbmc/openbmc/issues/573,bradbishop
,dbus error against to  send ipmi command with ipmitool,open,2016-09-13,https://github.com/openbmc/openbmc/issues/572,williamli80
,[master] Phosphor Fan Control on Firestone fails to start (loops constantly),open,2016-09-13,https://github.com/openbmc/openbmc/issues/571,madscientist159
,"[Barreleye VERSION_ID=""v1.99.0-60-g2b717d8-dirty""] Some of the Auto restart Policy is not set correctly on BMC",closed,2016-09-13,https://github.com/openbmc/openbmc/issues/570,gkeishin
,Firestone obmc kernel did not show console output after loading,closed,2016-09-13,https://github.com/openbmc/openbmc/issues/569,adamliyi
,Configure GPIOs in userspace,open,2016-09-13,https://github.com/openbmc/openbmc/issues/568,shenki
,Unresolved code review comments,closed,2016-09-13,https://github.com/openbmc/openbmc/issues/567,bradbishop
,Failed to execute warmReset via REST,closed,2016-09-12,https://github.com/openbmc/openbmc/issues/566,mine260309
observation,"[Palmetto VERSION_ID=""v1.99.0-47-g194b590-dirty"" ]  Eventlog are purged post restarting obmc-phosphor-event.service",closed,2016-09-12,https://github.com/openbmc/openbmc/issues/565,gkeishin
bug,WARN in ncsi_start_channel_monitor code at boot,closed,2016-09-12,https://github.com/openbmc/openbmc/issues/564,gkeishin
bug,"[Barreleye VERSION_ID=""v1.99.0-47-g194b590-dirty"" ]  Basic Poweron Failed - Host not booted",closed,2016-09-12,https://github.com/openbmc/openbmc/issues/563,gkeishin
bug,"[Barreleye VERSION_ID=""v1.99.0-42-gc7419c6-dirty"" ]  BMC not booted READY nor REST service up",closed,2016-09-10,https://github.com/openbmc/openbmc/issues/562,gkeishin
prio_medium,Convert phosphor-event tests to gtest.,open,2016-09-09,https://github.com/openbmc/openbmc/issues/561,williamspatrick
prio_high,Generate inventory data from MRW.,closed,2016-09-09,https://github.com/openbmc/openbmc/issues/560,williamspatrick
prio_high,Generate device tree from MRW.,open,2016-09-09,https://github.com/openbmc/openbmc/issues/559,williamspatrick
bug,org.freedesktop.DBus.Error while doing GET operation for /enumerate and /org/enumerate,closed,2016-09-09,https://github.com/openbmc/openbmc/issues/558,rahulmah
,PreTag  openbmc/skeleton#43  - Set Less Than Minimum PowerCAP,open,2016-09-08,https://github.com/openbmc/openbmc/issues/557,williamspatrick
,ipmi trace shows an error on a mac property,open,2016-09-08,https://github.com/openbmc/openbmc/issues/556,causten
,REST clear event log action is not purging the events on witherspoon & palmetto ,closed,2016-09-08,https://github.com/openbmc/openbmc/issues/555,SrideviRamesh
,Incorrect types in some JSON responses,open,2016-09-08,https://github.com/openbmc/openbmc/issues/554,williamspatrick
,Replace pflash with direct MTD access.,open,2016-09-08,https://github.com/openbmc/openbmc/issues/553,williamspatrick
prio_high,settingsd - settings verification.,closed,2016-09-07,https://github.com/openbmc/openbmc/issues/552,williamspatrick
prio_high,settingsd - Support categories.,closed,2016-09-07,https://github.com/openbmc/openbmc/issues/551,williamspatrick
prio_medium,Enhance LED manager to support grouping.,closed,2016-09-07,https://github.com/openbmc/openbmc/issues/550,williamspatrick
prio_medium,Common registration for services.,closed,2016-09-07,https://github.com/openbmc/openbmc/issues/549,williamspatrick
prio_medium,Add zeroconf / Avahi server.,closed,2016-09-07,https://github.com/openbmc/openbmc/issues/548,williamspatrick
Epic,Service Discovery,open,2016-09-07,https://github.com/openbmc/openbmc/issues/547,williamspatrick
prio_medium,Add SLP server.,open,2016-09-07,https://github.com/openbmc/openbmc/issues/546,williamspatrick
prio_high,Integrate PAM and enable for Dropbear.,closed,2016-09-07,https://github.com/openbmc/openbmc/issues/545,williamspatrick
,Import autoconf-archive and convert host-ipmid to autotools.,closed,2016-09-06,https://github.com/openbmc/openbmc/issues/544,williamspatrick
bug,REST API to add user giving DBusException: org.freedesktop.DBus.Error.NoReply error,closed,2016-09-05,https://github.com/openbmc/openbmc/issues/543,rahulmah
,Remove down-level libflash from skeleton and link against upstream package.,closed,2016-09-02,https://github.com/openbmc/openbmc/issues/542,williamspatrick
,Integrate libflash that supports AST2500.,open,2016-09-02,https://github.com/openbmc/openbmc/issues/541,williamspatrick
,Add host-pnor to device tree for Witherspoon.,closed,2016-09-02,https://github.com/openbmc/openbmc/issues/540,williamspatrick
,IPMItool dbus raw command fails with Insufficient privilege level while sending OEM partial add command,open,2016-09-02,https://github.com/openbmc/openbmc/issues/539,rahulmah
Epic,Unable to flash PNOR image on AST2500 systems.,closed,2016-09-01,https://github.com/openbmc/openbmc/issues/538,jazurin
,filesystem package needed?,open,2016-09-01,https://github.com/openbmc/openbmc/issues/537,bradbishop
Epic,Sprint 16.09.01 - Actual,closed,2016-09-01,https://github.com/openbmc/openbmc/issues/536,williamspatrick
Epic,Sprint 16.09.01 - Committed,closed,2016-09-01,https://github.com/openbmc/openbmc/issues/535,williamspatrick
,OBMC failed to build,closed,2016-08-31,https://github.com/openbmc/openbmc/issues/534,adamliyi
,Firestone fails to boot with BMC Release 1.0.5,open,2016-08-28,https://github.com/openbmc/openbmc/issues/533,madscientist159
help wanted,[Barreleye] Verify System VPD Properties mismatch with the model setup ,closed,2016-08-26,https://github.com/openbmc/openbmc/issues/532,gkeishin
help wanted,"[Barreleye ]Test OpenBMC Services Autorestart Policy is set to ""NO""",closed,2016-08-26,https://github.com/openbmc/openbmc/issues/531,gkeishin
,Host Soft-reboot hang with BMC Release 1.0.4,open,2016-08-25,https://github.com/openbmc/openbmc/issues/530,agangidi53
,boot_flags documentation missing on barreleye at customer site,open,2016-08-25,https://github.com/openbmc/openbmc/issues/529,basuv
prio_medium,Specifying VUART(s) to userspace.,closed,2016-08-25,https://github.com/openbmc/openbmc/issues/528,williamspatrick
,Second boot does not work with master,open,2016-08-25,https://github.com/openbmc/openbmc/issues/527,geissonator
,bootloader not updated when using all.tar in REST update interface,open,2016-08-25,https://github.com/openbmc/openbmc/issues/526,geissonator
,Preserve MAC address on Witherspoon,open,2016-08-24,https://github.com/openbmc/openbmc/issues/525,anoo1
duplicate,[System - Barreleye/Palmetto ] REST methods are failing due to ConnectionError after network configuration,closed,2016-08-24,https://github.com/openbmc/openbmc/issues/524,rahulmah
,Console to host does not work with master,closed,2016-08-24,https://github.com/openbmc/openbmc/issues/523,geissonator
,Code update of BMC flash hangs during erase,open,2016-08-24,https://github.com/openbmc/openbmc/issues/522,geissonator
bug,[Barreleye Build#192 ]  Multiple inventory Verification Test Cases Failed,closed,2016-08-24,https://github.com/openbmc/openbmc/issues/521,gkeishin
,[Barreleye Build#192 ]Test WarmReset via REST /tmp/before_warmreset  persist after reboot,closed,2016-08-24,https://github.com/openbmc/openbmc/issues/520,gkeishin
bug,[Barelleye/Palmeto Build #191 ]  WarmReset not rebooting the BMC,closed,2016-08-23,https://github.com/openbmc/openbmc/issues/519,gkeishin
,BMC is not ready in obmc 1.0.5,closed,2016-08-23,https://github.com/openbmc/openbmc/issues/518,johnhcwang
,SLP support,open,2016-08-22,https://github.com/openbmc/openbmc/issues/517,williamspatrick
,SDK fails to build on Ubuntu ppc64le,open,2016-08-19,https://github.com/openbmc/openbmc/issues/516,causten
bug,[Palmetto - v1.0-151-g36774ef-dirty ]  Association unchanged after reboot [ Event not Persistent ],closed,2016-08-19,https://github.com/openbmc/openbmc/issues/515,gkeishin
,obmc-rest crashes on web browser access,open,2016-08-19,https://github.com/openbmc/openbmc/issues/514,hweaving
,pgood gpio has incorrect value.,open,2016-08-18,https://github.com/openbmc/openbmc/issues/513,williamspatrick
,Network Service become unavailable during AC-Cycle stress test,closed,2016-08-16,https://github.com/openbmc/openbmc/issues/512,johnhcwang
,"master fails to compile with ""netman_watch_dns.c:8:28: fatal error: systemd/sd-bus.h""",closed,2016-08-15,https://github.com/openbmc/openbmc/issues/511,geissonator
,Documentation for User Management,open,2016-08-15,https://github.com/openbmc/openbmc/issues/510,anoo1
,Host soft-reboot puts BMC in a PINGable but NOT SSHable stage,open,2016-08-15,https://github.com/openbmc/openbmc/issues/509,agangidi53
,obmc goes wrong after AC cycle on Palm309,open,2016-08-12,https://github.com/openbmc/openbmc/issues/508,williamli80
,Failed to run on AST2500 EVB,closed,2016-08-12,https://github.com/openbmc/openbmc/issues/507,rednewguy
,debug tarball causing build failure,closed,2016-08-11,https://github.com/openbmc/openbmc/issues/506,mdmillerii
,netman_watch_dns fails to update resolv.conf,open,2016-08-10,https://github.com/openbmc/openbmc/issues/505,shenki
,Should enable CONFIG_SYN_COOKIES on ARM kernels?,closed,2016-08-08,https://github.com/openbmc/openbmc/issues/504,williamspatrick
,[QEMU Build - v1.0-116-g0c0d27e-dirty]: dbus-send  to HostIpmi is not working,closed,2016-08-08,https://github.com/openbmc/openbmc/issues/503,sivassrr
prio_medium,Witherspoon dts update for APSS UART.,open,2016-08-08,https://github.com/openbmc/openbmc/issues/502,williamspatrick
,REST server should not depend on systemd-networkd,open,2016-08-08,https://github.com/openbmc/openbmc/issues/501,bradbishop
,Fail to compile with Ubuntu 16.04 on ppc64le,open,2016-08-08,https://github.com/openbmc/openbmc/issues/500,geissonator
bug,[Barreleye Build - v1.0-116-g0c0d27e-dirty]   BMC not booting to READY state,closed,2016-08-08,https://github.com/openbmc/openbmc/issues/499,gkeishin
,Integrate qemu with palmetto-bmc machine model,open,2016-08-08,https://github.com/openbmc/openbmc/issues/498,amboar
,"""Mounting read-write /dev/mtdblock filesystem failed"" error occured",closed,2016-08-04,https://github.com/openbmc/openbmc/issues/497,rheesik
,Networking: ipv6 address validation,open,2016-08-02,https://github.com/openbmc/openbmc/issues/496,eddiejames
,Implement the Product ID setting for ipmi GET-DEVICE-ID command,open,2016-08-01,https://github.com/openbmc/openbmc/issues/495,williamli80
,Changes to timeout handling on IPMI commands.,open,2016-07-29,https://github.com/openbmc/openbmc/issues/494,vishwabmc
Epic,Sprint 16.08 - Actual,closed,2016-07-28,https://github.com/openbmc/openbmc/issues/493,williamspatrick
Epic,Sprint 16.08 - Committed,closed,2016-07-28,https://github.com/openbmc/openbmc/issues/492,williamspatrick
Epic,Sprint 16.07 - Actual,closed,2016-07-28,https://github.com/openbmc/openbmc/issues/491,williamspatrick
Epic,Sprint 16.07 - Committed,closed,2016-07-28,https://github.com/openbmc/openbmc/issues/490,williamspatrick
bug,Correction need in Dbus interface document,closed,2016-07-28,https://github.com/openbmc/openbmc/issues/489,sivassrr
,Incorrect state transfer after reboot BMC when system power is on,closed,2016-07-27,https://github.com/openbmc/openbmc/issues/487,johnhcwang
"bug, duplicate",Getting system inventory fails,open,2016-07-27,https://github.com/openbmc/openbmc/issues/486,shenki
,Sometimes identify led doesn't turn off when press power button to power off system,closed,2016-07-27,https://github.com/openbmc/openbmc/issues/485,willenlee
,Add consistent copyright header to all source files,open,2016-07-25,https://github.com/openbmc/openbmc/issues/484,anoo1
prio_high,DISTRO_VERSION should match our tag,closed,2016-07-20,https://github.com/openbmc/openbmc/issues/483,shenki
prio_high,Power on fails - /org/openbmc/control/chassis0 not found,closed,2016-07-19,https://github.com/openbmc/openbmc/issues/482,micwalsh
,Investigate use of musl as libc,open,2016-07-19,https://github.com/openbmc/openbmc/issues/481,shenki
,Feature request: Need to populate basic details on PCIe card via BMC inventory ,open,2016-07-18,https://github.com/openbmc/openbmc/issues/480,agangidi53
,Sync u-boot uuid to /etc/machine-id,open,2016-07-18,https://github.com/openbmc/openbmc/issues/479,anoo1
prio_high,Generate proxy object bindings for org.openbmc interfaces.,closed,2016-07-15,https://github.com/openbmc/openbmc/issues/478,williamspatrick
prio_high,Format to document org.openbmc interfaces.,open,2016-07-15,https://github.com/openbmc/openbmc/issues/477,williamspatrick
prio_high,"Common / standard sd-bus interfaces (ex. org.freedesktop, org.openbmc interfaces)",open,2016-07-15,https://github.com/openbmc/openbmc/issues/476,williamspatrick
prio_high,C++ bindings for sd_bus server interfaces.,closed,2016-07-15,https://github.com/openbmc/openbmc/issues/475,williamspatrick
prio_high,C++ binding for sd_bus client interfaces,closed,2016-07-15,https://github.com/openbmc/openbmc/issues/474,williamspatrick
prio_high,API for insert / extract data from sd_bus_message,closed,2016-07-15,https://github.com/openbmc/openbmc/issues/473,williamspatrick
prio_high,migrate existing recipes/code to use new classes/frameworks for systemd transitions,closed,2016-07-15,https://github.com/openbmc/openbmc/issues/472,williamspatrick
prio_high,implement a framework enabling multiple independent state transitions using systemd,closed,2016-07-15,https://github.com/openbmc/openbmc/issues/471,williamspatrick
prio_high,implement bitbake class(es) that act on sd/dbus dependencies expressed by recipes,closed,2016-07-15,https://github.com/openbmc/openbmc/issues/470,williamspatrick
prio_high,Non-supported IPMI commands return success,closed,2016-07-13,https://github.com/openbmc/openbmc/issues/469,anoo1
prio_high,i2c debug tool - Need 4 byte read support.,closed,2016-07-11,https://github.com/openbmc/openbmc/issues/466,williamspatrick
bug,Tag V1:20160707143158:Barreleye:Build141: Host is in booting state for more than 18 minutes,closed,2016-07-09,https://github.com/openbmc/openbmc/issues/457,sivassrr
,Feature Request: Exporting BMC's host console to VGA ,open,2016-07-06,https://github.com/openbmc/openbmc/issues/455,agangidi53
bug,"Tag:V1: Firmware version populated with ""\""",closed,2016-07-01,https://github.com/openbmc/openbmc/issues/453,sivassrr
enhancement,"Need LED control code to give you the blink state. So three state will be 'On' , 'Off', 'Blink'. ",open,2016-07-01,https://github.com/openbmc/openbmc/issues/452,sivassrr
,Unable to Ping on Broadcom 5720 Running OpenBMC,closed,2016-06-30,https://github.com/openbmc/openbmc/issues/450,dbuesom
prio_medium,Implement encrypted RMCP sessions per IPMI 2.0.,open,2016-06-30,https://github.com/openbmc/openbmc/issues/447,williamspatrick
prio_low,Implement user management commands,open,2016-06-30,https://github.com/openbmc/openbmc/issues/446,williamspatrick
prio_medium,Implement DCMI commands,open,2016-06-30,https://github.com/openbmc/openbmc/issues/445,williamspatrick
prio_low,Confirm LAN device commands meet IPMI 2.0 requirements,closed,2016-06-30,https://github.com/openbmc/openbmc/issues/444,williamspatrick
prio_medium,Implement SEL commands,open,2016-06-30,https://github.com/openbmc/openbmc/issues/443,williamspatrick
prio_medium,Implement FRU device commands,open,2016-06-30,https://github.com/openbmc/openbmc/issues/442,williamspatrick
prio_medium,Implement sensor / SDR commands.,open,2016-06-30,https://github.com/openbmc/openbmc/issues/441,williamspatrick
prio_medium,Implement 'Chassis Control',open,2016-06-30,https://github.com/openbmc/openbmc/issues/440,williamspatrick
prio_medium,Implement 'Get Chassis Status',closed,2016-06-30,https://github.com/openbmc/openbmc/issues/439,williamspatrick
prio_medium,Implement 'Get Chassis Capabilities',closed,2016-06-30,https://github.com/openbmc/openbmc/issues/438,williamspatrick
prio_medium,"Confirm 'Cold Reset' and ""Warm Reset' meet IPMI 2.0 requirements",closed,2016-06-30,https://github.com/openbmc/openbmc/issues/437,williamspatrick
prio_low,Implement 'Get Self Test Results' command,closed,2016-06-30,https://github.com/openbmc/openbmc/issues/436,williamspatrick
prio_medium,Confirm 'Get Device Id' meets IPMI 2.0 requirements,closed,2016-06-30,https://github.com/openbmc/openbmc/issues/435,williamspatrick
prio_medium,Generate SDR definition from MRW.,open,2016-06-30,https://github.com/openbmc/openbmc/issues/434,williamspatrick
prio_medium,Framework for SDR conversion to/from dbus objects.,open,2016-06-30,https://github.com/openbmc/openbmc/issues/433,williamspatrick
"Epic, prio_medium",Attaching RMCP session to SOL.,open,2016-06-30,https://github.com/openbmc/openbmc/issues/432,williamspatrick
prio_medium,IPMI user account authentication,open,2016-06-30,https://github.com/openbmc/openbmc/issues/431,williamspatrick
prio_high,Design and Implement framework for IPMI backend.,open,2016-06-30,https://github.com/openbmc/openbmc/issues/430,williamspatrick
prio_high,Implement an RMCP server that handles session handshake.,open,2016-06-30,https://github.com/openbmc/openbmc/issues/429,williamspatrick
"bug, prio_high",CORE and DIMM Present value as False,closed,2016-06-30,https://github.com/openbmc/openbmc/issues/428,sivassrr
prio_high,Duplicated binary installed for phosphor-event,open,2016-06-30,https://github.com/openbmc/openbmc/issues/427,adamliyi
,witherspoon fails under jenkins due to bash-completion test directory,closed,2016-06-30,https://github.com/openbmc/openbmc/issues/426,shenki
,BIOS version doesn't show via openBMC REST,closed,2016-06-29,https://github.com/openbmc/openbmc/issues/423,williamspatrick
,Store device tree in separate partition,open,2016-06-29,https://github.com/openbmc/openbmc/issues/421,shenki
duplicate,Cannot reproduce v1.0 tag,closed,2016-06-28,https://github.com/openbmc/openbmc/issues/420,shenki
,Barreleye builds failing,closed,2016-06-28,https://github.com/openbmc/openbmc/issues/419,shenki
,Build fails to find libpcre,closed,2016-06-28,https://github.com/openbmc/openbmc/issues/418,shenki
,Downloading unnecessary kernel,open,2016-06-28,https://github.com/openbmc/openbmc/issues/417,shenki
prio_high,Update u-boot config for Firestone.,closed,2016-06-27,https://github.com/openbmc/openbmc/issues/416,williamspatrick
prio_low,adm1278 sensor scale should not be a float,closed,2016-06-24,https://github.com/openbmc/openbmc/issues/412,bradbishop
prio_low,python-json does not handle dbus.Double,closed,2016-06-24,https://github.com/openbmc/openbmc/issues/411,bradbishop
,Tag:V1: openBMC - All test (211)fails because of Connection to BMC timeout,closed,2016-06-23,https://github.com/openbmc/openbmc/issues/410,sivassrr
prio_high,qemux86-64: host-ipmi-hw using 100% of CPU,closed,2016-06-22,https://github.com/openbmc/openbmc/issues/409,williamspatrick
prio_high,qemux86-64: obmc-console-ssh.socket failed to start,closed,2016-06-22,https://github.com/openbmc/openbmc/issues/408,williamspatrick
prio_high,qemux86-64: obmc-console.service fails to start,closed,2016-06-22,https://github.com/openbmc/openbmc/issues/407,williamspatrick
invalid,602031800: Barreleye build found hang in multiple system when trying to execute set sensor boot count,closed,2016-06-21,https://github.com/openbmc/openbmc/issues/400,sivassrr
prio_low,Add raspberry pi as a platform,closed,2016-06-21,https://github.com/openbmc/openbmc/issues/399,shenki
"bug, prio_low",Clear one time boot overrides fails,open,2016-06-21,https://github.com/openbmc/openbmc/issues/398,vishwabmc
prio_low,"Garbage collect ""old"" sub-volumes.",open,2016-06-17,https://github.com/openbmc/openbmc/issues/392,williamspatrick
prio_low,Code update error recovery and roll-back.,open,2016-06-17,https://github.com/openbmc/openbmc/issues/391,williamspatrick
prio_medium,Create build-time delta images for code update,open,2016-06-17,https://github.com/openbmc/openbmc/issues/390,williamspatrick
prio_medium,Create a compressed btrfs subvolume for root and update u-boot,open,2016-06-17,https://github.com/openbmc/openbmc/issues/389,williamspatrick
prio_medium,Investigate btrfs,open,2016-06-17,https://github.com/openbmc/openbmc/issues/388,williamspatrick
,Generate hotplug / coldplug rules from MRW.,closed,2016-06-17,https://github.com/openbmc/openbmc/issues/387,williamspatrick
,Generate device tree / kernel config entries from MRW.,closed,2016-06-17,https://github.com/openbmc/openbmc/issues/386,williamspatrick
,General parsing framework for MRW.,closed,2016-06-17,https://github.com/openbmc/openbmc/issues/385,williamspatrick
prio_high,Add additional layers.,closed,2016-06-17,https://github.com/openbmc/openbmc/issues/384,williamspatrick
prio_high,Update to Yocto 2.1,closed,2016-06-17,https://github.com/openbmc/openbmc/issues/383,williamspatrick
prio_high,Add CI tests for all packages.,open,2016-06-17,https://github.com/openbmc/openbmc/issues/382,williamspatrick
prio_high,Propose and implement unit test framework,closed,2016-06-17,https://github.com/openbmc/openbmc/issues/381,williamspatrick
prio_high,Convert packages to autotools.,closed,2016-06-17,https://github.com/openbmc/openbmc/issues/380,williamspatrick
"bug, prio_high",events directory gets duplicated causing ,closed,2016-06-16,https://github.com/openbmc/openbmc/issues/378,causten
prio_medium,Generate application config files and/or KV-databases from MRW-XML.,open,2016-06-16,https://github.com/openbmc/openbmc/issues/377,williamspatrick
prio_high,Generate hotplug / coldplug rules from MRW.,open,2016-06-16,https://github.com/openbmc/openbmc/issues/376,williamspatrick
prio_low,Generate kernel config from MRW-XML.,open,2016-06-16,https://github.com/openbmc/openbmc/issues/375,williamspatrick
